Classification_Value,Class
0.9999987,1
0.9999999,1
1.0,1
1.0,1
1.0,1
0.9999925,1
1.0,1
1.0,1
0.9853,1
0.99999297,1
0.99999976,1
1.0,1
0.9999999,1
0.99999905,1
0.9997092,1
0.9179308,1
1.0,1
1.0,1
0.9999964,1
0.99999976,1
1.0,1
0.9864291,1
1.0,1
0.99997365,1
1.0,1
1.0,1
0.99999666,1
1.0,1
0.9961106,1
0.9999993,1
1.0,1
1.0,1
1.0,1
0.9999999,1
1.0,1
1.0,1
0.999998,1
0.9994999,1
1.0,1
0.985603,1
0.9999844,1
1.0,1
0.9995009,1
0.99957484,1
0.99915254,1
0.9999999,1
0.99731725,1
0.9999964,1
0.9999008,1
1.0,1
0.9924684,1
0.9999982,1
0.9992099,1
0.99999964,1
0.9932893,1
1.0,1
0.9999496,1
1.0,1
0.9999589,1
1.0,1
1.0,1
0.9999908,1
1.0,1
0.99999833,1
1.0,1
0.9994288,1
0.9999335,1
0.9999999,1
0.9989201,1
0.97741723,1
1.0,1
1.0,1
0.99999976,1
0.9969254,1
0.99999905,1
0.9993278,1
0.9994437,1
1.0,1
0.9991936,1
1.0,1
1.0,1
0.9999958,1
1.0,1
1.0,1
0.998483,1
0.9999999,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99999976,1
0.99988127,1
0.9999629,1
1.0,1
1.0,1
0.99999857,1
1.0,1
1.0,1
1.0,1
0.99996805,1
0.99996674,1
1.0,1
0.99993384,1
0.99999976,1
0.9999939,1
0.9999243,1
0.9981231,1
0.99999094,1
1.0,1
1.0,1
0.9999914,1
1.0,1
0.9962998,1
1.0,1
1.0,1
1.0,1
0.99999106,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99999976,1
0.99999356,1
0.99997854,1
0.99999976,1
0.9735564,1
1.0,1
0.9999999,1
1.0,1
1.0,1
0.9991442,1
1.0,1
1.0,1
0.99981946,1
0.9999255,1
1.0,1
0.9947338,1
1.0,1
1.0,1
0.9914049,1
0.99998033,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99897623,1
0.99995935,1
1.0,1
1.0,1
1.0,1
0.9999887,1
0.99934,1
0.99999666,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99992573,1
1.0,1
0.999997,1
1.0,1
0.9999995,1
0.9999621,1
1.0,1
1.0,1
0.999995,1
0.9999374,1
0.97982866,1
1.0,1
0.9999999,1
0.9999455,1
0.99999154,1
0.99999976,1
1.0,1
1.0,1
1.0,1
0.9999964,1
1.0,1
0.9999486,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999995,1
1.0,1
0.99999905,1
0.9999752,1
0.9968689,1
0.9922644,1
0.9997243,1
0.99994886,1
1.0,1
1.0,1
0.96576834,1
1.0,1
1.0,1
0.99992836,1
0.99911577,1
0.9999993,1
1.0,1
0.99999964,1
1.0,1
0.9995178,1
0.9999416,1
1.0,1
0.9994523,1
1.0,1
0.99995863,1
1.0,1
0.9993112,1
0.9999937,1
0.999949,1
0.99999976,1
1.0,1
0.98311514,1
0.9999964,1
0.9999747,1
1.0,1
0.9999999,1
0.9999733,1
0.9999417,1
0.99999905,1
1.0,1
0.99995947,1
0.99999976,1
0.9998734,1
1.0,1
0.9999999,1
1.0,1
0.9580955,1
0.9908187,1
1.0,1
0.9999826,1
1.0,1
0.9999974,1
1.0,1
1.0,1
0.9999974,1
0.9999963,1
0.99972767,1
1.0,1
0.9999999,1
0.99999964,1
0.9999932,1
0.99947184,1
1.0,1
0.9999906,1
1.0,1
0.99999976,1
1.0,1
0.997844,1
0.89808154,1
0.9999999,1
0.99994516,1
1.0,1
0.9999993,1
0.9999987,1
1.0,1
0.99963915,1
0.99999976,1
0.99999356,1
0.79967487,1
0.99987817,1
0.999997,1
1.0,1
0.9999975,1
0.9996612,1
0.99997556,1
0.99999905,1
0.99994266,1
0.9999963,1
1.0,1
0.9999994,1
0.9999937,1
0.9999995,1
1.0,1
1.0,1
0.9999969,1
0.9997832,1
0.99999785,1
0.99997365,1
0.99999964,1
1.0,1
0.9999628,1
1.0,1
0.9999963,1
1.0,1
0.9999999,1
1.0,1
0.9999995,1
1.0,1
1.0,1
0.9686413,1
0.9996437,1
0.9999994,1
1.0,1
1.0,1
0.9999987,1
0.9999999,1
0.99153155,1
0.9989084,1
0.9999279,1
0.9999573,1
0.99981695,1
1.0,1
0.9999347,1
0.9999964,1
0.99999714,1
0.99999905,1
0.9999999,1
1.0,1
0.99993217,1
0.9999982,1
0.9845244,1
0.9990458,1
0.9978351,1
1.0,1
1.0,1
0.9999796,1
0.99999964,1
0.99873525,1
1.0,1
1.0,1
1.0,1
0.9999987,1
0.99921787,1
0.9999939,1
0.99981195,1
0.9795976,1
1.0,1
0.99882334,1
0.99926597,1
1.0,1
0.9997907,1
1.0,1
1.0,1
0.985704,1
1.0,1
1.0,1
1.0,1
0.99999976,1
1.0,1
0.9997011,1
0.9999982,1
0.9993888,1
0.99998784,1
1.0,1
1.0,1
0.9956377,1
1.0,1
1.0,1
0.9999937,1
0.99999547,1
0.99998105,1
0.9224639,1
0.9997199,1
1.0,1
0.99999774,1
0.9999974,1
0.99999976,1
0.99999845,1
1.0,1
0.9999993,1
1.0,1
0.9999466,1
1.0,1
1.0,1
0.99980503,1
0.9996736,1
1.0,1
0.9999999,1
0.99746007,1
0.9999945,1
0.9999449,1
1.0,1
0.9999995,1
1.0,1
1.0,1
0.99999726,1
1.0,1
0.9886361,1
0.9997203,1
1.0,1
1.0,1
0.9999999,1
0.9999788,1
0.999966,1
1.0,1
1.0,1
0.99894196,1
1.0,1
0.9999814,1
0.99993384,1
0.9999995,1
0.9999999,1
0.9999988,1
0.9999871,1
1.0,1
1.0,1
1.0,1
0.99279225,1
0.99999774,1
0.91019535,1
0.99958414,1
0.9999988,1
1.0,1
0.99998105,1
0.9999995,1
0.9999875,1
0.9999995,1
0.98407805,1
0.99996233,1
0.9992448,1
0.9999783,1
0.99331677,1
0.99998355,1
0.99995697,1
0.99987257,1
0.9999989,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99999857,1
0.9999913,1
0.99999857,1
1.0,1
1.0,1
0.99999976,1
1.0,1
0.9999995,1
1.0,1
1.0,1
1.0,1
0.9999949,1
1.0,1
0.9998416,1
0.9999999,1
0.9750795,1
1.0,1
0.99990416,1
0.999982,1
1.0,1
1.0,1
0.9999567,1
0.99999976,1
1.0,1
0.99979466,1
0.9951002,1
0.9999957,1
0.9827224,1
0.9997733,1
1.0,1
0.9999999,1
1.0,1
0.99881965,1
0.9999987,1
0.9999982,1
0.9999982,1
0.99996305,1
0.99999964,1
0.9999912,1
0.99999964,1
1.0,1
1.0,1
1.0,1
0.9977348,1
0.9999845,1
0.9999995,1
1.0,1
0.99994075,1
1.0,1
0.9999999,1
1.0,1
1.0,1
0.99997675,1
0.95354956,1
0.9999819,1
0.9996369,1
0.9999826,1
1.0,1
0.9804016,1
0.9998011,1
0.9956911,1
0.99997616,1
1.0,1
1.0,1
0.99999905,1
1.0,1
0.9999993,1
0.9999994,1
0.99999917,1
0.99999917,1
0.99999976,1
0.9999963,1
1.0,1
0.9999999,1
0.997027,1
0.99999213,1
1.0,1
1.0,1
0.96022344,1
1.0,1
0.9999987,1
0.99999714,1
1.0,1
1.0,1
0.9999734,1
0.99901974,1
0.9999999,1
0.9985391,1
1.0,1
0.9985397,1
1.0,1
0.9986312,1
1.0,1
0.9999993,1
1.0,1
1.0,1
1.0,1
0.9999989,1
0.9999993,1
0.99999833,1
1.0,1
0.9991135,1
1.0,1
0.9994178,1
0.99999976,1
1.0,1
1.0,1
0.99948275,1
1.0,1
0.9999994,1
0.99999905,1
0.9999895,1
0.99999976,1
0.9999999,1
0.99668956,1
1.0,1
0.99928206,1
1.0,1
0.999305,1
0.9999999,1
1.0,1
1.0,1
0.9999974,1
1.0,1
1.0,1
0.94575965,1
1.0,1
0.9996132,1
0.9989304,1
0.99994195,1
0.99998844,1
0.998946,1
0.99999666,1
1.0,1
0.9996487,1
0.9997849,1
0.999992,1
1.0,1
1.0,1
0.99946505,1
1.0,1
1.0,1
0.9999887,1
1.0,1
0.9999962,1
1.0,1
0.99999666,1
0.99906856,1
1.0,1
0.9910744,1
1.0,1
0.99998474,1
1.0,1
0.9999608,1
1.0,1
1.0,1
0.9995617,1
1.0,1
1.0,1
0.9999999,1
0.995201,1
0.99855083,1
0.9999976,1
0.9999981,1
0.9999999,1
0.9961959,1
0.99999917,1
0.99736893,1
1.0,1
0.99999976,1
0.9999224,1
0.99988556,1
0.99992263,1
1.0,1
0.99990666,1
0.9999994,1
1.0,1
0.9999993,1
0.9999931,1
0.9999969,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99999607,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9906075,1
0.9999876,1
0.99999964,1
1.0,1
0.99999964,1
0.9998796,1
1.0,1
1.0,1
0.9999796,1
1.0,1
1.0,1
0.9624451,1
1.0,1
1.0,1
1.0,1
0.99999976,1
0.9999993,1
0.9750073,1
1.0,1
1.0,1
0.9998362,1
1.0,1
0.99950397,1
0.9999498,1
0.9999902,1
0.9999999,1
0.9999572,1
1.0,1
0.9989139,1
1.0,1
0.99937385,1
0.9999969,1
0.9999988,1
1.0,1
0.99999976,1
1.0,1
0.99999917,1
0.999992,1
1.0,1
1.0,1
0.99999917,1
1.0,1
0.9999956,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99991786,1
1.0,1
0.99898165,1
1.0,1
1.0,1
0.9999825,1
0.9999995,1
0.9999777,1
1.0,1
1.0,1
1.0,1
0.99954295,1
1.0,1
0.9992286,1
0.9999789,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9961629,1
1.0,1
1.0,1
0.999995,1
0.99999714,1
0.98320895,1
0.9999976,1
0.9999951,1
0.9951023,1
0.99999845,1
0.99999917,1
0.9999999,1
0.99999297,1
0.99999833,1
0.9997373,1
0.9999474,1
1.0,1
1.0,1
0.9999982,1
1.0,1
0.99996185,1
1.0,1
1.0,1
1.0,1
0.9999999,1
0.99999964,1
0.9999999,1
1.0,1
0.99993515,1
0.99999785,1
1.0,1
1.0,1
0.999995,1
0.9999927,1
0.9973557,1
1.0,1
1.0,1
0.9874184,1
0.9999924,1
1.0,1
0.9999999,1
1.0,1
1.0,1
0.9999999,1
0.99993086,1
0.99999666,1
0.999997,1
1.0,1
0.9999863,1
1.0,1
1.0,1
0.99839574,1
0.9999993,1
0.9999999,1
1.0,1
0.9999994,1
0.99996567,1
1.0,1
0.9999981,1
1.0,1
0.9999951,1
1.0,1
0.98643756,1
0.99932337,1
1.0,1
1.0,1
0.9999572,1
1.0,1
0.9999083,1
0.9967505,1
1.0,1
0.99997914,1
0.99555176,1
1.0,1
0.99999964,1
0.99998915,1
0.99990785,1
0.99999535,1
0.9997743,1
0.9999999,1
0.99999845,1
0.82666427,1
0.9999995,1
0.9996866,1
1.0,1
0.9999285,1
0.99999857,1
0.9999999,1
0.99999976,1
0.9999999,1
0.999887,1
0.9999621,1
0.9999999,1
1.0,1
0.9999995,1
1.0,1
0.9999999,1
0.99991214,1
0.99999976,1
1.0,1
1.0,1
0.9999082,1
0.99989796,1
0.99987614,1
1.0,1
0.99871826,1
0.99945956,1
1.0,1
0.99999154,1
1.0,1
0.9952825,1
0.9999995,1
0.9999676,1
0.9987984,1
0.9999604,1
0.9999937,1
0.9999969,1
1.0,1
0.99998975,1
0.9999989,1
0.9999652,1
0.9999918,1
0.99997747,1
1.0,1
0.99990857,1
1.0,1
1.0,1
0.99958235,1
1.0,1
0.9999945,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999999,1
1.0,1
1.0,1
1.0,1
0.9999999,1
1.0,1
0.9999465,1
1.0,1
1.0,1
0.9982222,1
1.0,1
0.9999976,1
1.0,1
1.0,1
0.99999976,1
1.0,1
1.0,1
0.9999988,1
0.9999373,1
0.99561787,1
1.0,1
1.0,1
0.9996327,1
0.9999968,1
0.9999995,1
0.9997633,1
1.0,1
0.999997,1
0.9999964,1
1.0,1
0.99999166,1
0.9998958,1
1.0,1
1.0,1
0.99999833,1
1.0,1
0.9999999,1
1.0,1
1.0,1
0.9999771,1
1.0,1
0.99987733,1
1.0,1
0.99817646,1
0.9922416,1
1.0,1
0.9977864,1
1.0,1
0.9999999,1
0.99900395,1
1.0,1
0.99999595,1
1.0,1
0.99962246,1
1.0,1
0.9978619,1
1.0,1
0.9464439,1
0.9999999,1
1.0,1
0.9999987,1
1.0,1
0.9999999,1
0.99999845,1
0.99992704,1
0.9999988,1
1.0,1
1.0,1
0.99999845,1
1.0,1
1.0,1
0.9999689,1
0.99937785,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999999,1
1.0,1
0.99999964,1
1.0,1
1.0,1
0.99997234,1
0.9999989,1
1.0,1
0.99953926,1
0.9999994,1
0.9999999,1
0.98852485,1
0.99984527,1
1.0,1
1.0,1
0.99998415,1
0.9967,1
1.0,1
0.9999993,1
0.99999285,1
0.9999999,1
0.9999449,1
1.0,1
0.9875815,1
1.0,1
0.99999523,1
0.99410796,1
0.9999808,1
0.99999905,1
1.0,1
0.99999714,1
1.0,1
0.9999889,1
1.0,1
0.99999356,1
0.99414885,1
1.0,1
0.99984825,1
1.0,1
0.9999974,1
0.99974257,1
1.0,1
1.0,1
0.9999999,1
0.99591017,1
0.9999516,1
1.0,1
0.99957687,1
1.0,1
1.0,1
0.999998,1
1.0,1
0.999995,1
1.0,1
0.9645314,1
1.0,1
1.0,1
0.99999154,1
1.0,1
0.9999969,1
0.99999166,1
0.99999964,1
0.99999833,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999578,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999201,1
1.0,1
0.9996136,1
0.99987364,1
1.0,1
1.0,1
0.99399066,1
1.0,1
0.99999666,1
0.99979085,1
0.9999784,1
0.99999976,1
0.9999863,1
0.9999995,1
1.0,1
1.0,1
0.99987173,1
0.9908722,1
1.0,1
0.9986883,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99998975,1
0.9998442,1
0.9999467,1
1.0,1
0.9999999,1
0.9999999,1
0.39314532,1
0.99923015,1
1.0,1
0.99992967,1
0.99999905,1
0.9999964,1
1.0,1
1.0,1
0.9999999,1
1.0,1
0.9997235,1
0.9999908,1
1.0,1
0.9999994,1
0.9924332,1
0.9982596,1
0.99999976,1
1.0,1
0.9999958,1
0.9999999,1
0.9999815,1
0.99999976,1
1.0,1
1.0,1
0.9996669,1
0.99999976,1
1.0,1
0.9999081,1
1.0,1
1.0,1
0.9999994,1
0.99973327,1
1.0,1
0.99910504,1
1.0,1
0.99999917,1
1.0,1
1.0,1
1.0,1
0.9999994,1
0.9999962,1
0.9999863,1
0.99987555,1
0.99999857,1
0.99995244,1
0.9999957,1
0.9999974,1
0.9999856,1
1.0,1
1.0,1
0.9620173,1
1.0,1
0.99999833,1
1.0,1
0.99997747,1
0.9995895,1
0.999987,1
1.0,1
1.0,1
1.0,1
0.999987,1
0.9999993,1
0.9999964,1
1.0,1
0.9991767,1
0.999923,1
1.0,1
0.9999937,1
0.9999937,1
0.99999976,1
0.9999994,1
0.9999409,1
1.0,1
0.9999908,1
0.9999999,1
1.0,1
0.9944054,1
1.0,1
1.0,1
1.0,1
0.9999976,1
0.9998228,1
0.9999989,1
0.99997437,1
1.0,1
0.99817705,1
1.0,1
0.99399924,1
0.997841,1
1.0,1
0.9564423,1
0.999998,1
0.9999473,1
0.9999815,1
1.0,1
0.9999999,1
0.9999933,1
0.99998105,1
1.0,1
1.0,1
0.99999976,1
0.99999475,1
1.0,1
0.999846,1
0.9999999,1
0.99999714,1
0.9968843,1
1.0,1
1.0,1
0.999998,1
1.0,1
0.9999982,1
0.9999999,1
0.9999999,1
1.0,1
0.999859,1
0.99997485,1
1.0,1
0.9995751,1
0.88585544,1
0.9795339,1
0.99999976,1
0.9999999,1
1.0,1
0.99999976,1
0.9864162,1
0.9999999,1
1.0,1
0.9999995,1
1.0,1
1.0,1
1.0,1
0.927119,1
0.99374384,1
0.99999726,1
0.99999964,1
1.0,1
0.9882752,1
0.999824,1
0.99829537,1
0.99999785,1
0.9999989,1
0.9999957,1
0.9998336,1
1.0,1
1.0,1
0.9948821,1
1.0,1
0.9999982,1
1.0,1
0.9999943,1
1.0,1
1.0,1
1.0,1
0.99999774,1
1.0,1
0.9999831,1
0.9999982,1
0.99156463,1
0.9999989,1
1.0,1
0.99981624,1
0.9999999,1
0.9999943,1
0.9979602,1
0.9999534,1
0.999977,1
0.9999862,1
1.0,1
0.9999573,1
0.99999154,1
1.0,1
0.99999917,1
0.9999721,1
0.99999845,1
0.99999976,1
0.99535984,1
0.99999976,1
1.0,1
1.0,1
0.99999964,1
0.99999046,1
0.99999964,1
1.0,1
1.0,1
0.9980896,1
1.0,1
0.9998913,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999936,1
0.99996245,1
0.99996114,1
0.99984396,1
0.9998944,1
0.9999794,1
0.9999999,1
0.9999379,1
1.0,1
1.0,1
0.99998534,1
1.0,1
0.9998642,1
0.99999785,1
0.99999905,1
1.0,1
0.99999964,1
0.992993,1
1.0,1
1.0,1
1.0,1
0.9997172,1
1.0,1
1.0,1
0.9999981,1
0.99978966,1
1.0,1
0.99998593,1
0.99998593,1
0.9999099,1
1.0,1
0.9997749,1
0.99999976,1
0.9999434,1
0.9999999,1
0.99999416,1
0.99980754,1
1.0,1
0.9732516,1
0.9951083,1
1.0,1
1.0,1
1.0,1
0.9999924,1
0.9999999,1
0.9999995,1
0.9999516,1
1.0,1
0.9999975,1
1.0,1
0.99999976,1
0.99999976,1
1.0,1
0.9999994,1
0.999746,1
1.0,1
1.0,1
1.0,1
0.9989196,1
0.9999989,1
0.9999981,1
0.9999924,1
1.0,1
1.0,1
0.9999335,1
0.99999964,1
0.9131619,1
1.0,1
0.9999994,1
0.9999999,1
0.9999995,1
1.0,1
1.0,1
0.99999976,1
1.0,1
0.98680276,1
0.99999726,1
1.0,1
0.99997914,1
1.0,1
1.0,1
1.0,1
0.9999993,1
1.0,1
1.0,1
1.0,1
0.9999989,1
0.99871695,1
1.0,1
0.99990034,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99993503,1
1.0,1
0.996545,1
0.9998229,1
0.9999999,1
1.0,1
1.0,1
0.9999975,1
0.9999962,1
0.9999975,1
0.99999714,1
0.99999964,1
1.0,1
0.9995152,1
0.99998736,1
0.9952638,1
0.99704677,1
1.0,1
0.9999074,1
1.0,1
0.9999944,1
0.9999989,1
0.9999999,1
0.9999999,1
1.0,1
0.9999995,1
0.9999993,1
1.0,1
0.9999956,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999999,1
1.0,1
0.9999999,1
1.0,1
0.99982554,1
0.99976677,1
0.9999987,1
1.0,1
0.992124,1
0.9999933,1
0.9999999,1
1.0,1
0.9999989,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9909508,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99998224,1
1.0,1
1.0,1
1.0,1
0.9999393,1
0.99296933,1
1.0,1
1.0,1
1.0,1
0.99999905,1
1.0,1
0.9990958,1
0.9998616,1
0.9999999,1
0.99999905,1
1.0,1
0.9999778,1
1.0,1
0.9999876,1
0.999592,1
0.99999976,1
1.0,1
0.999997,1
0.99999964,1
1.0,1
0.9999994,1
0.99999774,1
0.9999006,1
0.9999981,1
0.9999995,1
0.9999993,1
1.0,1
0.9935616,1
1.0,1
0.9779382,1
0.9999999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99975234,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999889,1
1.0,1
0.9999987,1
0.99999714,1
0.991614,1
0.9999999,1
0.9999995,1
0.99975044,1
0.9999962,1
0.9896554,1
0.9993831,1
1.0,1
0.9999988,1
1.0,1
1.0,1
0.99998474,1
0.9999567,1
0.9999405,1
1.0,1
0.99999917,1
0.99994373,1
1.0,1
0.99999464,1
1.0,1
1.0,1
1.0,1
0.9999999,1
1.0,1
1.0,1
0.99998784,1
0.9999994,1
0.9999999,1
0.9999989,1
1.0,1
1.0,1
0.9996724,1
0.9989942,1
0.9996151,1
0.9984668,1
1.0,1
1.0,1
0.9999876,1
1.0,1
1.0,1
0.9999933,1
0.9999999,1
1.0,1
0.9932116,1
0.9985707,1
0.9999999,1
0.9999999,1
0.9984654,1
0.9999722,1
0.9998857,1
0.99999976,1
0.9999559,1
0.9999763,1
1.0,1
0.99853325,1
1.0,1
1.0,1
0.9999999,1
0.99999857,1
0.9995968,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999989,1
0.99996006,1
1.0,1
1.0,1
0.9992393,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9996996,1
0.9999676,1
0.9986797,1
1.0,1
0.9999833,1
0.9999995,1
1.0,1
1.0,1
0.9999957,1
0.99999726,1
1.0,1
0.99999356,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99971515,1
1.0,1
0.99999845,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99991715,1
0.9999999,1
1.0,1
0.99999905,1
1.0,1
1.0,1
0.9989573,1
1.0,1
0.99983966,1
0.9988543,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99929774,1
1.0,1
0.9974837,1
0.99999917,1
1.0,1
0.999843,1
0.99896646,1
1.0,1
0.99439806,1
0.99236345,1
0.9999999,1
1.0,1
0.9999999,1
1.0,1
0.99999976,1
1.0,1
1.0,1
0.99981064,1
1.0,1
0.99624485,1
1.0,1
0.99998784,1
0.9999777,1
0.99830973,1
0.9999633,1
0.9999975,1
0.9999739,1
1.0,1
0.9999553,1
1.0,1
0.99999976,1
0.99999976,1
1.0,1
0.9999852,1
1.0,1
0.99999845,1
0.9999448,1
1.0,1
0.99996006,1
0.99999785,1
0.9999999,1
1.0,1
0.9999982,1
0.9999865,1
0.9999944,1
1.0,1
0.9999713,1
1.0,1
0.9999993,1
0.99999833,1
0.9998572,1
0.99999726,1
1.0,1
1.0,1
0.99998415,1
1.0,1
1.0,1
0.99999976,1
1.0,1
0.9999933,1
0.9838869,1
0.99999905,1
0.9999863,1
0.9999795,1
0.99997437,1
1.0,1
1.0,1
0.9991518,1
0.9999976,1
1.0,1
0.9999999,1
1.0,1
1.0,1
0.9999975,1
0.99995494,1
0.9999988,1
0.99781287,1
1.0,1
1.0,1
0.99999714,1
0.99999976,1
1.0,1
1.0,1
0.9999987,1
1.0,1
1.0,1
1.0,1
0.99999225,1
0.9999995,1
0.99652463,1
0.9999999,1
0.99994266,1
1.0,1
0.9999999,1
0.99999976,1
1.0,1
1.0,1
0.9999999,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999927,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99998784,1
1.0,1
1.0,1
0.9997377,1
1.0,1
0.9967661,1
0.99998426,1
0.9999999,1
1.0,1
0.99644923,1
1.0,1
1.0,1
1.0,1
0.9999999,1
1.0,1
0.9998472,1
1.0,1
0.99999905,1
0.99996245,1
1.0,1
0.99999833,1
1.0,1
0.9999964,1
0.99999905,1
1.0,1
0.9882039,1
0.9999919,1
1.0,1
0.9854834,1
0.9816042,1
1.0,1
0.9998454,1
0.99999094,1
0.99995685,1
0.9999925,1
0.9897423,1
0.99999976,1
0.9999999,1
1.0,1
0.99999964,1
1.0,1
1.0,1
0.99998593,1
0.99565095,1
0.9999999,1
1.0,1
0.9999964,1
0.9999976,1
1.0,1
1.0,1
0.9999938,1
0.9987674,1
0.99973124,1
1.0,1
1.0,1
0.99999833,1
0.99999976,1
1.0,1
0.999949,1
1.0,1
0.99990606,1
1.0,1
1.0,1
0.99849224,1
1.0,1
0.99983656,1
0.9961117,1
0.9999993,1
0.97729456,1
0.99999404,1
1.0,1
1.0,1
1.0,1
0.9989662,1
0.99999976,1
1.0,1
0.99999845,1
0.99999976,1
0.9941993,1
1.0,1
1.0,1
1.0,1
0.9990584,1
0.9999968,1
1.0,1
0.99996996,1
0.9999864,1
0.999017,1
0.932225,1
1.0,1
0.99143,1
1.0,1
0.925406,1
0.999998,1
0.99996054,1
0.9999995,1
0.99999964,1
1.0,1
1.0,1
1.0,1
0.9999993,1
0.9999969,1
0.99805874,1
0.999833,1
0.99985254,1
0.9999958,1
0.9884503,1
1.0,1
1.0,1
0.99999774,1
1.0,1
1.0,1
0.9999944,1
0.9999807,1
1.0,1
0.99996567,1
0.99999976,1
0.9998958,1
0.9999976,1
0.9999473,1
1.0,1
1.0,1
1.0,1
0.9928998,1
1.0,1
0.99999785,1
0.9999987,1
1.0,1
0.99925464,1
0.99989116,1
1.0,1
0.9999988,1
0.99978906,1
0.99999464,1
0.99973816,1
0.9648149,1
0.9999975,1
0.99971217,1
0.99924964,1
