Classification_Value,Class
0.9909088,1
0.9999254,1
0.9968316,1
0.988005,1
0.9991167,1
0.99999654,1
0.9808061,1
0.99994683,1
0.3393672,1
0.9976648,1
0.99699676,1
0.99999964,1
0.99541545,1
0.9999968,1
0.9997949,1
0.999102,1
0.9960271,1
0.9986374,1
0.99997306,1
0.9989754,1
0.9986706,1
0.99990356,1
0.9973017,1
0.99999964,1
0.9999887,1
0.9698879,1
0.99983513,1
0.9980476,1
0.97971946,1
0.97093654,1
0.99986935,1
0.9999598,1
0.99676466,1
0.99624,1
0.9999237,1
0.99999595,1
0.999998,1
0.9999914,1
0.87931067,1
0.94598585,1
0.99784005,1
0.99982065,1
0.9995431,1
0.999418,1
0.9999578,1
0.9999943,1
0.9999999,1
0.99788564,1
0.87458616,1
0.9936068,1
0.999969,1
0.637654,1
0.984447,1
0.75377715,1
0.9999981,1
0.93078864,1
0.9997782,1
0.99962497,1
0.9999285,1
0.967361,1
0.9999732,1
0.94930935,1
0.9996834,1
0.99959177,1
0.99865866,1
0.9993418,1
0.9999627,1
0.38928765,1
0.99870133,1
0.99447036,1
0.916559,1
0.99478686,1
0.9993887,1
0.97975105,1
0.98634654,1
0.9998287,1
0.99992335,1
0.9609854,1
0.99410135,1
1.0,1
0.64899737,1
0.9999536,1
0.9826738,1
0.9518531,1
0.31426543,1
0.6890954,1
0.9994566,1
0.99998975,1
0.9985322,1
0.9990138,1
0.99973696,1
0.99970007,1
0.99702746,1
0.9999027,1
0.99951375,1
0.998393,1
0.99979085,1
0.99913317,1
0.9995658,1
0.5590296,1
0.9999784,1
0.999305,1
0.93293,1
0.9698168,1
0.9910391,1
0.9999974,1
0.99000376,1
0.9999746,1
0.5625238,1
0.9978807,1
0.99993455,1
0.9998901,1
0.9999957,1
0.996959,1
0.9226357,1
0.7372227,1
0.999845,1
0.9998667,1
0.9999989,1
0.8015235,1
0.9999981,1
0.9996977,1
0.99955124,1
0.9740044,1
0.99443626,1
0.9997023,1
0.99994266,1
0.97418505,1
0.9999223,1
0.9998853,1
0.999949,1
1.0,1
0.99999666,1
0.99037194,1
0.46384802,1
0.98291636,1
0.9995339,1
0.99997556,1
0.5864163,1
0.9933795,1
0.8213187,1
0.9992243,1
0.9998994,1
0.99862194,1
0.9998418,1
0.5638599,1
0.99999607,1
0.26683676,1
1.0,1
0.9968541,1
0.9927085,1
0.99282044,1
0.9995408,1
0.9969132,1
0.9996176,1
0.9881273,1
0.99918956,1
0.999979,1
0.99951065,1
0.99421376,1
0.9908886,1
0.99969196,1
0.7039361,1
0.99936205,1
0.9999932,1
0.99994755,1
0.9999999,1
0.99999607,1
0.9980252,1
0.9998709,1
0.9742623,1
0.95401555,1
0.99999666,1
0.9998281,1
0.99955577,1
0.99983156,1
0.9994804,1
0.9555661,1
1.0,1
0.9211312,1
0.99420655,1
0.9999263,1
0.999607,1
0.98905295,1
0.9993861,1
0.7300608,1
0.9999989,1
0.975759,1
0.9999162,1
0.9892357,1
0.9998022,1
0.99234056,1
0.99980897,1
0.99998426,1
0.90426815,1
0.9981198,1
0.9644055,1
0.99999905,1
0.9999999,1
0.99989426,1
0.99792886,1
0.9999995,1
0.9999995,1
0.9998254,1
0.999652,1
0.9993106,1
0.99997926,1
0.96064603,1
0.99944574,1
0.80861044,1
0.99998605,1
0.99280715,1
0.99999917,1
0.9966942,1
0.99998736,1
0.98915595,1
0.9997068,1
0.99995995,1
0.9999999,1
0.9935115,1
1.0,1
0.9997495,1
0.99191284,1
0.9747918,1
0.99842143,1
0.9914772,1
0.99987006,1
0.99959725,1
0.999995,1
0.9999783,1
0.9999912,1
0.99999726,1
0.99779665,1
0.9618426,1
0.99999106,1
0.99987257,1
0.9998758,1
0.99999464,1
0.9947155,1
0.9017776,1
0.9884934,1
0.96176404,1
0.9991364,1
0.99995387,1
0.9999902,1
0.9330612,1
0.99980146,1
0.9999695,1
0.9922854,1
0.99999225,1
0.9989687,1
0.99888355,1
0.99844223,1
0.33706716,1
0.99998116,1
0.9999889,1
0.9999995,1
0.99999964,1
0.9998826,1
0.999949,1
1.0,1
0.99994934,1
0.8335826,1
0.9993692,1
0.9999995,1
0.99828917,1
0.9999993,1
0.9933202,1
0.9988236,1
0.99180037,1
0.9999826,1
0.9984909,1
0.90127385,1
0.99999654,1
0.9999765,1
0.9898219,1
0.9994412,1
0.9999577,1
0.9999341,1
0.999711,1
0.9999999,1
0.9998604,1
0.99513996,1
0.8805978,1
0.9865329,1
0.99977726,1
0.9999989,1
0.996505,1
0.99579644,1
0.999951,1
0.9781612,1
0.96510535,1
0.99381644,1
0.9999347,1
1.0,1
0.99034905,1
1.0,1
0.9999926,1
0.61504483,1
0.6982921,1
0.9998815,1
0.99998295,1
0.999645,1
0.99996376,1
0.99999475,1
1.0,1
0.983354,1
0.9996057,1
0.9999999,1
0.9454994,1
0.99986076,1
0.99999666,1
0.8420814,1
0.99999845,1
0.9996326,1
0.9983841,1
0.99999344,1
0.9886451,1
0.99425715,1
0.9921903,1
0.9997534,1
0.99999475,1
0.9997882,1
0.9923963,1
0.999824,1
0.99939847,1
0.7393923,1
0.9986811,1
0.99893504,1
0.9991498,1
0.7246726,1
0.99988675,1
0.9996387,1
0.9999827,1
0.9996518,1
0.99995804,1
0.99017966,1
0.9999194,1
0.99999404,1
0.9999844,1
0.99980396,1
0.9985915,1
0.99818975,1
0.99997556,1
0.99997544,1
1.0,1
0.9999999,1
0.99688184,1
0.99940133,1
0.9999999,1
0.9999963,1
0.9984705,1
0.99994147,1
0.9982174,1
0.9990472,1
0.999413,1
0.9992144,1
0.9810806,1
0.9999895,1
0.9960984,1
0.99358845,1
0.98025584,1
0.9669977,1
0.98998296,1
0.52344346,1
0.9986565,1
0.9466683,1
0.99988234,1
0.9999981,1
0.9999988,1
0.9993018,1
0.99999964,1
1.0,1
0.81233066,1
0.9986027,1
0.9995122,1
1.0,1
0.858289,1
0.9996238,1
0.9969662,1
0.9994134,1
0.9999645,1
0.99973077,1
1.0,1
0.9999908,1
0.9999584,1
0.99966633,1
0.99885666,1
0.98761415,1
0.86517495,1
0.999997,1
0.9969465,1
0.9999999,1
0.9999927,1
0.9999982,1
0.99998724,1
0.84180266,1
0.99993086,1
0.99966013,1
0.99999154,1
0.90003055,1
0.9995461,1
0.99886864,1
0.9995772,1
0.9999927,1
0.83866566,1
0.9997013,1
0.99997604,1
0.9998319,1
0.99804604,1
0.99985933,1
0.99941385,1
1.0,1
0.99997294,1
0.9986405,1
0.99337524,1
0.90588427,1
0.9999174,1
0.9999999,1
0.99977785,1
0.56522876,1
0.9999988,1
0.99993,1
0.9999113,1
0.99749136,1
0.98594034,1
0.9996736,1
0.999966,1
0.9914607,1
0.99982893,1
0.999997,1
0.9999968,1
0.9592972,1
1.0,1
0.99988997,1
0.999984,1
0.9999999,1
0.9999654,1
0.999238,1
0.5735098,1
0.9387669,1
0.99267006,1
0.99874663,1
0.9997756,1
0.99980146,1
1.0,1
1.0,1
0.99964285,1
0.97687066,1
0.99930084,1
0.99701524,1
0.9998306,1
0.90069485,1
0.99999964,1
0.995877,1
0.9582464,1
0.9998254,1
0.99915195,1
0.9999919,1
0.9995666,1
0.99993443,1
0.9997205,1
0.9922466,1
0.96157455,1
0.90167326,1
0.99985075,1
0.9998697,1
0.99817,1
0.99819297,1
0.9996445,1
0.9998938,1
1.0,1
1.0,1
0.9999862,1
0.7348433,1
0.9654608,1
0.9997633,1
0.96953446,1
0.99626887,1
0.96023786,1
0.9883592,1
0.99857426,1
0.9999573,1
0.9999993,1
0.98683876,1
0.9992337,1
0.99812883,1
0.8478909,1
0.9992223,1
0.6373524,1
0.9999232,1
0.9999981,1
0.98553294,1
0.999913,1
0.9877532,1
0.9999988,1
0.9995141,1
0.9925021,1
0.99606687,1
0.9999889,1
0.9965385,1
0.99855286,1
0.9919465,1
0.9970396,1
0.98467535,1
0.99998367,1
0.9999993,1
0.99952114,1
0.99977165,1
0.9959992,1
0.9999912,1
0.99998593,1
0.9999982,1
0.8385304,1
0.999944,1
0.99997103,1
0.9994124,1
1.0,1
0.99946505,1
0.95694035,1
0.9999962,1
0.9999958,1
0.98806775,1
0.9918692,1
0.999943,1
0.99399275,1
0.9999957,1
0.99996626,1
0.9999776,1
0.999608,1
1.0,1
0.99999297,1
0.99982387,1
0.998738,1
0.9354255,1
0.9974331,1
0.9985532,1
0.99589396,1
0.99999833,1
0.99175686,1
0.63652927,1
0.9976603,1
0.48771483,1
0.9999677,1
0.9999989,1
0.99925524,1
0.7130944,1
0.99999714,1
0.9890394,1
0.9999527,1
0.9972953,1
0.99962425,1
0.9997576,1
0.9544402,1
0.9997632,1
0.99518025,1
0.99999964,1
0.9707958,1
0.9998317,1
0.7591057,1
0.9993063,1
0.98414606,1
0.8317975,1
0.9999639,1
0.9999994,1
0.9999999,1
0.9999882,1
0.9986438,1
0.999826,1
0.9981034,1
0.97353786,1
0.9999056,1
0.99999845,1
0.9659927,1
0.8353916,1
0.9846714,1
0.9999906,1
0.99981076,1
0.99992704,1
0.9995028,1
0.9790764,1
0.998973,1
0.96044594,1
0.9999937,1
0.99996555,1
0.999059,1
0.99998236,1
0.999982,1
0.9985501,1
0.9999931,1
0.9999044,1
0.99249905,1
0.9999926,1
0.9999976,1
0.9988495,1
0.99999726,1
0.9999299,1
0.9998456,1
0.99931276,1
1.0,1
0.999463,1
0.999959,1
0.95808256,1
1.0,1
0.9985574,1
0.99345714,1
0.99595755,1
0.9670998,1
0.665424,1
0.99960953,1
0.99842584,1
0.9998723,1
0.8505184,1
0.9999887,1
0.9993286,1
0.44777396,1
0.9987419,1
0.9996252,1
0.99985206,1
1.0,1
0.9999865,1
0.9991284,1
0.9998136,1
0.9993174,1
0.9999324,1
0.99993277,1
0.95975083,1
0.94905126,1
0.99965894,1
0.9999666,1
0.9999987,1
0.9999968,1
0.99868304,1
0.99989843,1
0.9999212,1
0.99883205,1
0.99999833,1
0.99999857,1
0.9999058,1
0.9896373,1
0.99953246,1
0.99997556,1
0.9997949,1
0.9691776,1
1.0,1
0.99941695,1
0.99999976,1
0.99163157,1
0.9989446,1
0.9999993,1
0.99999976,1
0.9999987,1
1.0,1
0.9996842,1
0.999813,1
0.9990415,1
0.9999943,1
0.9999975,1
0.9999989,1
0.99999976,1
0.9999263,1
0.7550256,1
0.9966217,1
0.9964167,1
0.9612811,1
0.9999957,1
0.99535805,1
0.9999528,1
0.99998534,1
0.99999976,1
0.9998222,1
0.99996054,1
0.99718803,1
0.9987054,1
0.9998091,1
0.9999243,1
0.99379456,1
0.99759537,1
0.9990872,1
0.9998704,1
0.9974589,1
0.9995437,1
0.5412615,1
0.9749486,1
0.9999789,1
0.9964103,1
0.99995387,1
0.9989458,1
0.999995,1
0.9987067,1
0.99992585,1
0.9941859,1
0.9127989,1
0.9990777,1
0.9999025,1
0.99992,1
0.35433406,1
0.8177596,1
0.9997422,1
0.99999964,1
0.9999156,1
0.99483323,1
0.98216945,1
0.9999833,1
0.99990547,1
0.9992404,1
0.98160607,1
0.9950831,1
0.3044141,1
0.9967692,1
0.99999845,1
0.99999857,1
0.9999914,1
0.99997914,1
0.99999285,1
0.9999925,1
0.99999285,1
0.99999857,1
0.9997335,1
0.9998497,1
0.9999999,1
0.9978631,1
0.9999422,1
0.9999418,1
0.9999945,1
0.99998426,1
0.9999993,1
1.0,1
0.5304419,1
0.999843,1
0.9979214,1
0.9999219,1
0.9991623,1
0.99986637,1
0.9933188,1
0.998747,1
0.99840945,1
0.99836224,1
0.9994867,1
1.0,1
0.9986424,1
0.998035,1
0.9999993,1
0.9999994,1
0.9999771,1
0.9999999,1
0.9953519,1
1.0,1
0.9989649,1
1.0,1
0.999411,1
0.98119706,1
0.9998698,1
0.9999856,1
0.9278859,1
0.92686886,1
0.99999285,1
0.99925727,1
0.99993646,1
0.99999285,1
0.9999989,1
0.99815375,1
1.0,1
0.58897567,1
0.98918587,1
0.9973349,1
0.9977794,1
0.9999995,1
0.63464326,1
0.9999378,1
0.9995894,1
0.86872137,1
0.9999999,1
0.9999925,1
0.9997359,1
0.9999527,1
0.9874193,1
0.9999858,1
0.99442637,1
0.9999467,1
0.99990106,1
0.99999905,1
0.9710071,1
0.99999,1
0.9999877,1
0.9641573,1
0.9980506,1
0.9999651,1
0.9991874,1
0.9999771,1
0.9994356,1
0.99999154,1
0.99962425,1
0.9991647,1
0.9908793,1
0.9915138,1
0.9984143,1
0.99974734,1
0.9999931,1
0.99997306,1
0.9881363,1
0.9971769,1
0.9832123,1
0.99996424,1
0.99999416,1
0.81703377,1
0.99995077,1
0.9919424,1
0.98271966,1
0.99984086,1
0.94010377,1
0.99999285,1
0.99846727,1
0.99915314,1
0.99999917,1
0.9996182,1
0.998002,1
0.9999988,1
0.99978584,1
0.99999166,1
0.99997056,1
0.9999502,1
0.9903837,1
0.9999999,1
0.99999833,1
0.99994814,1
0.9999969,1
0.9999881,1
0.99995697,1
0.99996495,1
0.99258524,1
0.99760383,1
0.98560923,1
0.9966216,1
0.99987566,1
0.99202955,1
0.98299176,1
1.0,1
0.9451966,1
0.9795076,1
0.99031633,1
0.99941254,1
0.9999032,1
0.5008947,1
1.0,1
1.0,1
0.99999917,1
0.99885476,1
0.9999999,1
0.9852562,1
0.98866975,1
0.99968195,1
0.9992067,1
0.9999279,1
0.9999033,1
1.0,1
0.9997873,1
0.998509,1
0.99789435,1
0.996203,1
0.6539216,1
0.9996928,1
0.9988117,1
0.9999993,1
0.9998338,1
0.9999896,1
0.61827093,1
0.99999917,1
0.99999404,1
0.98093396,1
0.9998,1
0.9924159,1
0.99997854,1
0.99768746,1
0.99998784,1
0.99773574,1
0.99997723,1
0.99905163,1
0.99853384,1
0.99945444,1
0.9984396,1
0.998223,1
0.99997973,1
0.9964479,1
0.9999242,1
0.9994617,1
0.9970849,1
0.9575923,1
0.9999999,1
0.9994092,1
0.9999994,1
0.99999905,1
0.9999931,1
0.9229657,1
0.9994342,1
0.9995296,1
0.99938166,1
0.99923456,1
0.5123122,1
1.0,1
0.9999783,1
0.9997087,1
0.8583786,1
0.99774534,1
0.99955183,1
0.99952793,1
0.9867402,1
0.9999771,1
0.9999988,1
0.9999901,1
0.99925655,1
0.99999785,1
0.8895039,1
0.9999943,1
0.9999994,1
0.999998,1
0.9974584,1
0.9999999,1
0.999995,1
0.9995653,1
0.9994666,1
0.99552757,1
0.99951935,1
0.9999862,1
1.0,1
0.99994826,1
0.99910283,1
0.9969212,1
0.99939847,1
0.9998772,1
0.9999577,1
1.0,1
0.967908,1
0.9854012,1
0.9999918,1
0.9966299,1
0.99998534,1
0.94962496,1
0.9999974,1
0.999938,1
0.9948566,1
0.9996959,1
0.9891179,1
0.9999585,1
0.9999863,1
0.9999609,1
0.99999845,1
0.93827385,1
0.99962044,1
0.999954,1
0.9999981,1
0.9994368,1
0.9999999,1
0.99999654,1
1.0,1
0.99996173,1
0.97142845,1
0.9973014,1
0.99906796,1
0.9985575,1
0.99968064,1
0.080183454,1
0.998845,1
0.9999316,1
0.8637638,1
0.96156967,1
1.0,1
0.9999994,1
0.9997192,1
0.58517843,1
0.99935704,1
0.9999827,1
0.99999666,1
0.8159662,1
0.9910353,1
0.99999666,1
0.99995756,1
0.9998061,1
0.9991648,1
0.7840889,1
0.9999994,1
0.9976419,1
0.99997544,1
0.9995517,1
0.571031,1
0.9995931,1
0.9991586,1
0.99993265,1
0.9997564,1
0.99998105,1
0.99984944,1
0.9793712,1
1.0,1
0.81231815,1
0.9973443,1
0.9994978,1
0.9396099,1
1.0,1
0.99997675,1
0.9986131,1
0.9994105,1
0.9999461,1
0.9999862,1
0.9999918,1
0.9999999,1
0.9999994,1
0.9772549,1
0.8235009,1
0.9998704,1
0.9999999,1
0.999701,1
0.9976508,1
0.99963915,1
0.99789727,1
0.8767981,1
0.82087445,1
0.99651575,1
0.7871158,1
0.99965835,1
0.9999815,1
0.99984026,1
0.99999976,1
0.9785744,1
0.9725562,1
0.9912457,1
1.0,1
0.9999999,1
0.9983021,1
0.9993718,1
0.99903154,1
0.99989915,1
0.99999475,1
0.9999001,1
0.9952663,1
0.35950798,1
0.99999034,1
1.0,1
0.99778444,1
0.3909906,1
0.99999654,1
0.9999559,1
0.99998486,1
0.9999175,1
0.99985945,1
0.9996985,1
0.9998548,1
0.9996567,1
0.99945897,1
0.99969625,1
0.99613637,1
0.9998807,1
0.9999589,1
0.7947792,1
0.99958366,1
0.9992643,1
0.9976404,1
0.998904,1
0.99946874,1
0.99991024,1
0.9999485,1
0.970359,1
0.9999994,1
0.9999306,1
0.82323945,1
0.99992156,1
0.98611397,1
0.9997999,1
0.9638998,1
0.99999785,1
0.98961335,1
0.99974746,1
0.98550373,1
0.9991491,1
0.9999449,1
0.9998784,1
0.9964862,1
0.9999398,1
0.9996499,1
0.9998977,1
0.9958807,1
0.79599226,1
0.99798596,1
0.9999728,1
0.9934384,1
0.93359846,1
0.9999863,1
0.9991671,1
0.9999403,1
0.997673,1
0.9899602,1
0.99998796,1
0.99999976,1
0.99743974,1
0.9999974,1
1.0,1
1.0,1
0.9998097,1
0.99901927,1
0.9995983,1
1.0,1
0.9999869,1
0.999982,1
0.8685134,1
0.9823414,1
0.9999958,1
0.98856455,1
0.9999939,1
0.99997294,1
0.9999653,1
0.9999932,1
0.6394963,1
0.98156744,1
0.9999745,1
0.99999857,1
0.6376898,1
0.9999428,1
0.99337655,1
0.99908066,1
0.99399066,1
0.9226062,1
0.9997944,1
0.9971112,1
0.99875486,1
0.999913,1
0.96753347,1
0.99999964,1
0.9996772,1
0.9950787,1
0.99997306,1
0.99832886,1
0.9999732,1
0.9977857,1
0.9999995,1
0.99396354,1
0.99830985,1
0.9999838,1
0.99904615,1
0.9803387,1
0.9899434,1
0.99872833,1
0.9917916,1
0.999228,1
0.9999591,1
0.9742741,1
0.9994923,1
0.9983986,1
0.9723121,1
0.9974413,1
0.99999666,1
0.989794,1
0.9999993,1
0.999997,1
0.9997954,1
0.9995011,1
0.99999976,1
0.99875987,1
1.0,1
0.99999905,1
0.9999043,1
0.9960239,1
0.9896359,1
0.9963911,1
0.9999969,1
0.9999411,1
0.9701282,1
0.99958915,1
0.9999839,1
0.9508983,1
1.0,1
0.99648666,1
0.9986546,1
0.9991842,1
0.9994949,1
0.7504449,1
0.98279786,1
0.9999976,1
0.9999193,1
0.6397051,1
0.99999845,1
0.99923277,1
0.99899954,1
0.9837193,1
0.9782581,1
0.9250122,1
0.99542123,1
0.9998642,1
0.999688,1
0.9994904,1
0.9999975,1
0.9999571,1
0.9703179,1
0.99885166,1
0.9996253,1
0.999788,1
0.9872693,1
1.0,1
0.9956922,1
0.9999447,1
0.9999949,1
0.9981389,1
0.99936706,1
0.99997485,1
0.9849253,1
0.9999914,1
0.927745,1
0.9978315,1
0.99674416,1
0.9993067,1
1.0,1
1.0,1
0.99877614,1
0.99999416,1
1.0,1
0.9999893,1
0.9999974,1
0.99906915,1
0.9999958,1
0.99794775,1
0.9999937,1
0.10089651,1
0.97210735,1
1.0,1
0.858674,1
0.99960345,1
0.99996066,1
0.99999964,1
0.99931514,1
0.6194114,1
0.9999149,1
0.99996567,1
0.9994696,1
0.9754439,1
0.9832727,1
0.99977714,1
0.9997645,1
0.99982065,1
0.9996948,1
0.9904218,1
0.9979747,1
0.9999871,1
0.75205994,1
0.99981743,1
0.8704607,1
0.9999914,1
0.9990933,1
0.99999917,1
1.0,1
0.99787235,1
1.0,1
0.9999976,1
0.9999398,1
0.9998447,1
0.983273,1
0.89238364,1
0.99999976,1
0.9980818,1
0.56645316,1
0.9999864,1
0.9997583,1
0.99756,1
0.9939307,1
0.99990857,1
0.9997714,1
0.9996309,1
0.99993587,1
0.99979585,1
0.9995944,1
0.9995431,1
0.99995124,1
0.9999851,1
0.99999905,1
0.9174585,1
0.6908177,1
0.9999809,1
0.4733425,1
0.9997203,1
0.99996567,1
0.99294704,1
0.99993825,1
0.99863285,1
1.0,1
0.9999968,1
0.9998894,1
1.0,1
0.9996191,1
0.99971074,1
0.99995077,1
0.92434496,1
0.9999738,1
0.99998987,1
0.9981542,1
0.99651647,1
0.9999987,1
0.9924908,1
0.9999962,1
0.9992174,1
0.9999896,1
0.9999995,1
0.99980253,1
0.99935323,1
0.99577266,1
0.9999511,1
0.9988919,1
0.9989342,1
0.99999917,1
0.78887695,1
0.9994931,1
0.9989894,1
0.9999999,1
1.0,1
0.9979798,1
0.99132407,1
0.98285866,1
0.9999926,1
0.9993148,1
1.0,1
0.999998,1
0.99995685,1
0.9944918,1
0.999501,1
0.9999945,1
0.9973068,1
0.99993134,1
0.9999745,1
0.9945511,1
0.9991467,1
0.38068742,1
0.9999652,1
0.99999225,1
0.9795973,1
0.90698546,1
0.9999958,1
0.9866938,1
0.99999976,1
0.9523114,1
0.9995528,1
0.98624426,1
0.9999716,1
0.9844936,1
0.99999917,1
0.9909444,1
0.9995203,1
0.9999993,1
0.99363446,1
0.99999964,1
0.91672665,1
0.99997854,1
0.9974368,1
0.9999962,1
0.9999497,1
0.99998116,1
0.52978504,1
0.9994048,1
0.9916937,1
0.995895,1
0.98891675,1
0.99979645,1
0.8046063,1
0.999992,1
0.9315358,1
0.9999988,1
0.9973297,1
0.98286945,1
0.9884015,1
0.99994135,1
0.9993131,1
0.999977,1
0.99993765,1
0.7321057,1
0.9430891,1
0.98587185,1
0.99986506,1
0.77666306,1
0.99999964,1
0.94124216,1
0.95989513,1
0.9999541,1
0.99999166,1
0.9901748,1
0.99789065,1
0.99989355,1
0.7829593,1
0.9999685,1
0.50185794,1
0.9999261,1
0.99999833,1
0.99994314,1
0.99997485,1
0.99150026,1
0.99943703,1
0.9497908,1
0.9997235,1
0.9999999,1
0.99883884,1
0.99961936,1
0.9999449,1
0.9990926,1
0.9999877,1
0.8100212,1
0.7552689,1
0.9999639,1
0.9998455,1
0.9999553,1
0.99913496,1
0.8243326,1
0.9794702,1
0.9998846,1
0.999343,1
0.99999666,1
0.9998995,1
0.68000805,1
0.99988294,1
0.98309773,1
0.9869026,1
0.99997914,1
0.9958682,1
0.9999778,1
0.9947643,1
0.99923563,1
0.9999726,1
0.9293454,1
0.9862868,1
0.9960223,1
0.9849843,1
0.9966311,1
0.98459643,1
0.9997726,1
1.0,1
0.9998654,1
0.9999492,1
0.9999999,1
0.9999387,1
0.99999404,1
0.9833504,1
0.99801683,1
0.99996185,1
0.9996486,1
0.9911574,1
0.9675222,1
0.9964066,1
0.9999975,1
0.9941671,1
0.9948382,1
0.9999877,1
0.8464438,1
1.0,1
0.99995005,1
0.9984426,1
0.9672037,1
0.7393829,1
0.9998914,1
0.86342967,1
0.995943,1
0.9904107,1
0.9999496,1
0.9989728,1
0.99854857,1
0.9992661,1
0.9997528,1
0.8871687,1
0.9999999,1
0.99994326,1
0.99997425,1
0.9999387,1
0.9999876,1
0.80167425,1
0.9939095,1
0.99929476,1
0.9999995,1
0.99994934,1
0.99748164,1
0.9999081,1
0.999764,1
0.90474796,1
0.9999901,1
0.99987173,1
0.9999784,1
0.99863845,1
0.99462837,1
0.9999578,1
0.6337999,1
0.9986848,1
0.99999666,1
0.99999774,1
0.8309764,1
0.99880195,1
0.99997854,1
0.9449783,1
0.5406417,1
0.99918836,1
0.99999964,1
0.9999906,1
0.9995989,1
0.9999994,1
0.6603629,1
0.9996643,1
0.9994879,1
0.9999943,1
0.9289932,1
0.9998803,1
0.9967669,1
0.9998803,1
0.9999311,1
0.9999182,1
0.8798371,1
0.9988135,1
0.8151928,1
0.97985476,1
0.9989636,1
0.9993112,1
0.8498731,1
0.999997,1
0.99995184,1
0.9698995,1
0.99999917,1
0.98852646,1
0.9975568,1
0.9999088,1
0.99971527,1
0.9998128,1
